Entry,Label
Q9BG99,3.1.11.2
O74339,2.7.7.41
P53230,2.7.7.41
Q8INF2,2.7.7.41
Q3B7H2,2.7.7.41
Q550P4,2.7.7.41
P44569,3.1.3.5
P29240,3.1.3.5
Q91YE9,3.1.3.5
O83142,3.1.3.5
Q9I767,3.1.3.5
P54665,2.7.11.22
P97377,2.7.11.22
Q09437,2.7.11.22
P36615,2.7.11.22
O35831,2.7.11.22
Q1LTP2,1.8.1.2
Q8KQT8,1.8.1.2
Q1D9W9,1.8.1.2
Q9JS33,1.8.1.2
B5EQW2,1.8.1.2
O05755,6.3.5.3
Q58988,6.3.5.3
O28338,6.3.5.3
O26271,6.3.5.3
Q9X0X1,6.3.5.3
P20605,2.7.7.108
Q57877,2.7.7.108
A0A0B0QJN8,2.7.7.108
Q6G2A9,2.7.7.108
Q87P32,2.7.7.108
P56072,4.3.1.17
P66774,4.3.1.17
O34635,4.3.1.17
P30744,4.3.1.17
O86564,4.3.1.17
O09159,3.2.1.24
Q9UT61,3.2.1.24
P94078,3.2.1.24
Q54YF7,3.2.1.24
Q8LPJ3,3.2.1.24
A4SV64,1.14.99.60
A1K973,1.14.99.60
C1D7C0,1.14.99.60
C1DHY3,1.14.99.60
Q12FJ1,1.14.99.60
Q9SRQ7,3.1.4.3
P59026,3.1.4.3
P33378,3.1.4.3
P09598,3.1.4.3
P0C216,3.1.4.3
P42681,2.7.10.2
A8DZJ1,2.7.10.2
Q04663,2.7.10.2
Q504Y2,2.7.10.2
Q03526,2.7.10.2
Q8U1L4,1.16.3.1
Q26061,1.16.3.1
P9WMK7,1.16.3.1
Q94IC4,1.16.3.1
P49944,1.16.3.1
A0PYW1,3.5.99.6
Q8REG1,3.5.99.6
Q5WHY0,3.5.99.6
A2RDX6,3.5.99.6
A6LHV2,3.5.99.6
Q4ZWR7,4.2.1.59
Q0STU4,4.2.1.59
Q98MC5,4.2.1.59
A5I7X1,4.2.1.59
B0U238,4.2.1.59
Q9RXT9,2.8.1.1
P91247,2.8.1.1
Q10215,2.8.1.1
P71121,2.8.1.1
Q08742,2.8.1.1
P26405,5.4.2.8
Q06951,5.4.2.8
P37755,5.4.2.8
P47299,5.4.2.8
P47723,5.4.2.8
Q0W5A6,1.1.1.47
D2S1F7,1.1.1.47
Q97UH6,1.1.1.47
Q9HS17,1.1.1.47
Q7LYI9,1.1.1.47
R1F493,4.4.1.3
P0DN21,4.4.1.3
P0DN22,4.4.1.3
R1ERP2,4.4.1.3
P0DN23,4.4.1.3
Q67472,2.1.1.37
P25265,2.1.1.37
P31033,2.1.1.37
P0AED9,2.1.1.37
P25283,2.1.1.37
Q8GXJ1,3.5.1.98
Q8H0W2,3.5.1.98
Q8RX28,3.5.1.98
Q94EJ2,3.5.1.98
Q5A960,3.5.1.98
Q5JJ82,4.1.1.11
E9FCP7,4.1.1.11
O28275,4.1.1.11
Q3IT46,4.1.1.11
B0R349,4.1.1.11
C7FF04,1.14.18.1
P33180,1.14.18.1
P55022,1.14.18.1
Q92396,1.14.18.1
C7FF05,1.14.18.1
O34349,3.1.3.27
A0A2K3DU55,3.1.3.27
P38812,3.1.3.27
Q9LXR9,3.1.3.27
P0AD42,3.1.3.27
Q6NL24,4.2.1.17
Q1ZXF1,4.2.1.17
P76082,4.2.1.17
G4V4T7,4.2.1.17
Q52995,4.2.1.17
P26281,2.7.6.3
P71512,2.7.6.3
O66550,2.7.6.3
Q9HV71,2.7.6.3
P64144,2.7.6.3
Q93YN0,5.3.4.1
Q8GSJ6,5.3.4.1
A1A6M1,5.3.4.1
Q6UXH1,5.3.4.1
Q19267,5.3.4.1
B2THT3,5.1.1.3
Q5WEL9,5.1.1.3
P57887,5.1.1.3
P59574,5.1.1.3
Q888B8,5.1.1.3
Q2FUB7,1.18.6.1
O07641,1.18.6.1
O26739,1.18.6.1
C6BX34,1.18.6.1
P08625,1.18.6.1
Q0RDN6,3.6.1.7
Q985C8,3.6.1.7
A1S579,3.6.1.7
Q6L2I0,3.6.1.7
Q89JL8,3.6.1.7
P23665,3.2.1.4
P23659,3.2.1.4
P22699,3.2.1.4
Q5BEI9,3.2.1.4
A0A4P8PKE4,3.2.1.4
P97687,3.6.1.5
P40009,3.6.1.5
O75355,3.6.1.5
Q8K0L2,3.6.1.5
Q9USP2,3.6.1.5
P39010,2.3.1.225
Q6FJ70,2.3.1.225
Q875M2,2.3.1.225
Q5AL27,2.3.1.225
Q6FMP5,2.3.1.225
Q3UMC0,3.6.4.10
Q0VA52,3.6.4.10
A7YSY2,3.6.4.10
Q21222,3.6.4.10
P32794,3.6.4.10
Q6PFJ7,3.1.4.12
Q9NXE4,3.1.4.12
Q9UAY4,3.1.4.12
Q6UWV6,3.1.4.12
Q10916,3.1.4.12
Q6QGE7,4.2.2.n1
P0A935,4.2.2.n1
Q89AM2,4.2.2.n1
P41052,4.2.2.n1
Q8K9A7,4.2.2.n1
Q9C168,1.11.1.6
Q9I1W8,1.11.1.6
Q59337,1.11.1.6
Q9XZD5,1.11.1.6
Q9C169,1.11.1.6
B4RCU4,3.1.26.3
B2U981,3.1.26.3
P56118,3.1.26.3
Q1D5X9,3.1.26.3
A3PGF8,3.1.26.3
P43869,1.5.1.2
P0A9L8,1.5.1.2
P54893,1.5.1.2
Q9CPE8,1.5.1.2
Q12740,1.5.1.2
Q7NF35,2.3.1.180
Q2G5S1,2.3.1.180
Q1AW87,2.3.1.180
Q67PG0,2.3.1.180
Q15TZ6,2.3.1.180
C5DZU3,2.1.1.17
A5DL79,2.1.1.17
A8PRN6,2.1.1.17
Q0U2R3,2.1.1.17
A5DS78,2.1.1.17
P87242,3.1.3.89
Q8DG35,3.1.3.89
Q8EEA3,3.1.3.89
Q9CMR5,3.1.3.89
Q1LUI2,3.1.3.89
Q5U3W0,3.1.3.16
Q6C195,3.1.3.16
Q28FE0,3.1.3.16
Q93YS2,3.1.3.16
P36982,3.1.3.16
Q6BRU4,2.4.2.17
Q2G469,2.4.2.17
A0KWB6,2.4.2.17
Q75AK8,2.4.2.17
Q9RH04,2.4.2.17
Q8EBF9,6.3.2.2
Q0VSY7,6.3.2.2
C1DJH1,6.3.2.2
Q72RD4,6.3.2.2
B8D7U0,6.3.2.2
Q5WCF2,1.14.14.18
Q6HCY5,1.14.14.18
A0A0H2XEA6,1.14.14.18
P38049,1.14.14.18
A0AFT8,1.14.14.18
B6YRK7,6.3.2.6
B2AHE3,6.3.2.6
A4XB58,6.3.2.6
Q11TT6,6.3.2.6
A6GYJ4,6.3.2.6
Q9A1K3,1.17.99.6
Q9WZJ0,1.17.99.6
P44068,1.17.99.6
O24926,1.17.99.6
Q3Z8V0,1.17.99.6
Q9REF4,2.5.1.78
Q885J3,2.5.1.78
Q494E6,2.5.1.78
Q2W4S6,2.5.1.78
Q983B0,2.5.1.78
P26239,6.6.1.1
Q9SJE1,6.6.1.1
O22436,6.6.1.1
O07345,6.6.1.1
Q93SW0,6.6.1.1
O33836,2.7.7.12
P13212,2.7.7.12
P07902,2.7.7.12
P09580,2.7.7.12
Q9VMA2,2.7.7.12
Q96361,3.6.5.2
P26990,3.6.5.2
Q94231,3.6.5.2
Q2KI07,3.6.5.2
Q9H628,3.6.5.2
Q6ZEM6,1.20.4.1
P08692,1.20.4.1
P0CF87,1.20.4.1
P63621,1.20.4.1
P44589,1.20.4.1
Q336M7,6.2.1.12
Q7F1X5,6.2.1.12
A0A2H5AIY4,6.2.1.12
Q8RU95,6.2.1.12
Q10S72,6.2.1.12
O26663,6.2.1.5
P53598,6.2.1.5
O28098,6.2.1.5
Q58643,6.2.1.5
O67547,6.2.1.5
A1CND4,3.2.1.37
Q2TYT2,3.2.1.37
P45704,3.2.1.37
Q9ZFM2,3.2.1.37
A1CCL9,3.2.1.37
P07955,2.8.4.1
P11559,2.8.4.1
Q58252,2.8.4.1
P11560,2.8.4.1
P12971,2.8.4.1
B3EEJ7,3.1.21.2
Q30YP7,3.1.21.2
A9BJ15,3.1.21.2
P30770,3.1.21.2
A1VEI5,3.1.21.2
Q0T1X7,1.18.1.3
Q7N4V5,1.18.1.3
P37337,1.18.1.3
X5CY81,1.18.1.3
Q51973,1.18.1.3
A4QDU2,2.7.7.3
C0ZXQ0,2.7.7.3
A5FSN4,2.7.7.3
A9WH99,2.7.7.3
B0CAI3,2.7.7.3
B0JMT8,2.7.2.1
B8HVB6,2.7.2.1
B2S0W8,2.7.2.1
O05278,2.7.2.1
Q1J2C9,2.7.2.1
Q15R61,3.1.11.6
B9L5W5,3.1.11.6
B5FAX9,3.1.11.6
A8F8T5,3.1.11.6
Q9FDL4,3.1.11.6
P23904,3.2.1.73
P45798,3.2.1.73
P37073,3.2.1.73
O14412,3.2.1.73
P17989,3.2.1.73
P14892,3.5.1.28
O05213,3.5.1.28
P82974,3.5.1.28
Q2YVT4,3.5.1.28
P44624,3.5.1.28
A0Q1A0,2.4.2.1
B6ER81,2.4.2.1
B9LS20,2.4.2.1
Q8K937,2.4.2.1
C4L2Y4,2.4.2.1
P27354,1.14.13.25
P18798,1.14.13.25
Q53563,1.14.13.25
P22868,1.14.13.25
P22869,1.14.13.25
P39104,2.7.1.67
E9Q3L2,2.7.1.67
Q49GP3,2.7.1.67
Q8SQY7,2.7.1.67
Q9UW20,2.7.1.67
O32864,2.1.1.86
P80653,2.1.1.86
Q58261,2.1.1.86
Q6LWZ3,2.1.1.86
P80651,2.1.1.86
Q9KJX5,3.1.3.1
K4LAH1,3.1.3.1
A1YYW7,3.1.3.1
P35482,3.1.3.1
Q05205,3.1.3.1
Q97K22,2.7.1.24
Q7VM70,2.7.1.24
Q4JW20,2.7.1.24
Q8D308,2.7.1.24
Q65G95,2.7.1.24
P19595,2.7.7.9
P38709,2.7.7.9
Q59KI0,2.7.7.9
Q16851,2.7.7.9
P08800,2.7.7.9
Q19821,3.4.21.105
P44783,3.4.21.105
P53259,3.4.21.105
Q9H300,3.4.21.105
Q2NQH3,3.4.21.105
P60809,6.3.1.20
O13629,6.3.1.20
Q9Y9E6,6.3.1.20
Q9HKT1,6.3.1.20
P75394,6.3.1.20
Q9ZBM2,2.7.8.8
Q58609,2.7.8.8
F4HXY7,2.7.8.8
O94584,2.7.8.8
P39823,2.7.8.8
P34763,2.3.1.97
Q6C7G2,2.3.1.97
Q553B6,2.3.1.97
Q8ILW6,2.3.1.97
Q75EK2,2.3.1.97
C5BU64,2.7.4.9
Q5WLY2,2.7.4.9
Q9Z8R5,2.7.4.9
A5EXE3,2.7.4.9
O84191,2.7.4.9
Q60341,1.12.98.1
Q00393,1.12.98.1
P19499,1.12.98.1
P80490,1.12.98.1
P80491,1.12.98.1
Q50973,3.1.21.4
O35025,3.1.21.4
P11405,3.1.21.4
P50183,3.1.21.4
P50191,3.1.21.4
B8MXP5,3.2.1.21
Q8GXT2,3.2.1.21
Q7EXZ4,3.2.1.21
B3H5Q1,3.2.1.21
O64882,3.2.1.21
O32231,3.1.13.1
Q9CH00,3.1.13.1
Q9WZI1,3.1.13.1
A5UFG3,3.1.13.1
A1SWZ6,3.1.13.1
P00860,4.1.1.17
P08432,4.1.1.17
Q8S3N2,4.1.1.17
P27116,4.1.1.17
P27121,4.1.1.17
Q1IY56,3.5.1.9
A9IU29,3.5.1.9
Q0APM5,3.5.1.9
Q1GTB8,3.5.1.9
Q2S2F5,3.5.1.9
Q08930,3.4.19.12
Q5M8L0,3.4.19.12
Q6GQQ9,3.4.19.12
Q8GWE1,3.4.19.12
A8XDJ2,3.4.19.12
C0ZZ46,3.1.21.10
Q0VRJ9,3.1.21.10
Q11T17,3.1.21.10
B5YFL3,3.1.21.10
Q5FQC6,3.1.21.10
O30444,3.5.2.9
Q67LD9,3.5.2.9
Q8FQQ3,3.5.2.9
A1KRR2,3.5.2.9
Q53WG6,3.5.2.9
Q9XBL1,2.7.1.31
P57098,2.7.1.31
P42100,2.7.1.31
Q9VQC4,2.7.1.31
P77364,2.7.1.31
Q54TC9,2.3.1.199
P49191,2.3.1.199
Q1HRV8,2.3.1.199
Q54CJ4,2.3.1.199
Q555E8,2.3.1.199
E9DFH0,3.2.1.52
B2UQG6,3.2.1.52
Q8WSF3,3.2.1.52
B2UP57,3.2.1.52
Q04786,3.2.1.52
Q12036,2.7.8.7
O33336,2.7.8.7
B1AJ32,2.7.8.7
Q9ZB79,2.7.8.7
A1YCA5,2.7.8.7
P29035,2.7.7.48
P20126,2.7.7.48
Q0DXS3,2.7.7.48
A4PBP6,2.7.7.48
P00585,2.7.7.48
P25736,3.1.21.1
Q9I733,3.1.21.1
P57487,3.1.21.1
Q89AD7,3.1.21.1
P26295,3.1.21.1
Q0J8G4,2.7.1.4
P26420,2.7.1.4
Q9LNE4,2.7.1.4
P40713,2.7.1.4
P22824,2.7.1.4
P27696,2.2.1.6
Q7U5G1,2.2.1.6
Q89AP7,2.2.1.6
P08142,2.2.1.6
P42463,2.2.1.6
Q82DR2,2.6.1.1
O58489,2.6.1.1
Q9X0Y2,2.6.1.1
P14909,2.6.1.1
O69689,2.6.1.1
P85101,3.2.2.22
P22244,3.2.2.22
Q5F0I3,3.2.2.22
P84786,3.2.2.22
P10297,3.2.2.22
O94727,1.16.1.9
P32791,1.16.1.9
Q08908,1.16.1.9
Q12473,1.16.1.9
Q5A446,1.16.1.9
P00365,1.4.1.2
P27346,1.4.1.2
E1V4J5,1.4.1.2
P50735,1.4.1.2
P33327,1.4.1.2
O28949,6.3.5.2
Q2FL30,6.3.5.2
A8AC69,6.3.5.2
O26805,6.3.5.2
Q5V1K0,6.3.5.2
Q8BMZ5,4.6.1.16
B6YXU4,4.6.1.16
Q3IU70,4.6.1.16
B0R7C0,4.6.1.16
Q12X51,4.6.1.16
Q4L750,1.4.1.1
Q6LX40,1.4.1.1
P63478,1.4.1.1
P17556,1.4.1.1
Q9AIK2,1.4.1.1
Q5YP02,3.5.3.4
Q54VL5,3.5.3.4
P18407,3.5.3.4
Q92VC1,3.5.3.4
Q6LPX9,3.5.3.4
Q9KM72,2.7.1.202
P69816,2.7.1.202
P44714,2.7.1.202
P69808,2.7.1.202
P75039,2.7.1.202
B0RZ30,4.1.1.23
A6Q826,4.1.1.23
Q043A6,4.1.1.23
Q1QA56,4.1.1.23
Q1WTX2,4.1.1.23
P30126,4.2.1.33
A8Z5R9,4.2.1.33
Q9ZEZ5,4.2.1.33
Q3IJS5,4.2.1.33
B5ENJ2,4.2.1.33
P53961,2.4.1.198
Q04082,2.4.1.198
O64792,2.4.1.198
Q756D4,2.4.1.198
P32363,2.4.1.198
Q057N9,5.3.1.1
Q1LTT4,5.3.1.1
Q8D2T0,5.3.1.1
A2C2B2,5.3.1.1
Q9Z520,5.3.1.1
Q00598,1.18.1.2
Q9S9P8,1.18.1.2
P21890,1.18.1.2
Q44532,1.18.1.2
Q93RE3,1.18.1.2
P20805,6.3.1.2
Q09179,6.3.1.2
Q6FMT6,6.3.1.2
Q42688,6.3.1.2
Q04831,6.3.1.2
Q46856,1.1.1.2
P27250,1.1.1.2
Q24857,1.1.1.2
P75691,1.1.1.2
P25377,1.1.1.2
Q941Z0,1.6.5.2
Q9LK88,1.6.5.2
P9WHH7,1.6.5.2
Q941Y8,1.6.5.2
Q8CHK7,1.6.5.2
Q02BT1,1.1.1.103
Q5SKS4,1.1.1.103
A7Z4X0,1.1.1.103
Q65JE7,1.1.1.103
A9KET6,1.1.1.103
P40134,4.6.1.1
Q59119,4.6.1.1
O69199,4.6.1.1
Q05766,4.6.1.1
J7QLC0,4.6.1.1
Q8PU59,1.5.98.3
F1SVE0,1.5.98.3
Q8PU60,1.5.98.3
F1SVE1,1.5.98.3
F1SVE4,1.5.98.3
Q7VLN8,2.3.1.1
Q7N8S4,2.3.1.1
A6VMR4,2.3.1.1
Q8XZZ5,2.3.1.1
Q9JW21,2.3.1.1
B4HEM4,3.1.4.35
B0G0Y8,3.1.4.35
Q28263,3.1.4.35
P04972,3.1.4.35
B4G4E5,3.1.4.35
A9A215,5.4.99.25
B9LQ94,5.4.99.25
A0RUP0,5.4.99.25
E1QUT8,5.4.99.25
D9PZU4,5.4.99.25
D4AV38,3.1.1.1
Q6LTX5,3.1.1.1
Q8DF91,3.1.1.1
C6DCX9,3.1.1.1
L0TC47,3.1.1.1
A5FC71,4.2.1.8
Q7N9Y1,4.2.1.8
Q8UA46,4.2.1.8
Q9KEZ3,4.2.1.8
Q987X5,4.2.1.8
B4RXT2,4.2.1.96
A2BPX4,4.2.1.96
Q7VD93,4.2.1.96
B5ZTF5,4.2.1.96
A1TND7,4.2.1.96
E7EF85,3.2.1.8
O74716,3.2.1.8
O43097,3.2.1.8
Q12562,3.2.1.8
Q12667,3.2.1.8
Q839J7,2.7.1.33
Q9BZ23,2.7.1.33
A7IHN7,2.7.1.33
Q1D9X8,2.7.1.33
A2RK41,2.7.1.33
E3WPP8,2.1.1.228
Q9V0Q0,2.1.1.228
Q8IRE4,2.1.1.228
C5XX79,2.1.1.228
E3KWE1,2.1.1.228
Q2P9F7,2.4.1.18
Q31IB6,2.4.1.18
Q6CCT1,2.4.1.18
Q6BXN1,2.4.1.18
Q13S07,2.4.1.18
Q9S7E4,1.17.1.9
Q08911,1.17.1.9
Q60316,1.17.1.9
Q07103,1.17.1.9
O13437,1.17.1.9
Q5ADX5,2.1.1.56
Q1MTD3,2.1.1.56
Q4WN42,2.1.1.56
P0CO64,2.1.1.56
Q9VJQ4,2.1.1.56
Q5UXX4,6.1.1.6
P0CW66,6.1.1.6
O27585,6.1.1.6
Q16AV0,6.1.1.6
P57677,6.1.1.6
Q565D8,5.5.1.6
Q33DL3,5.5.1.6
Q9FKW3,5.5.1.6
P41089,5.5.1.6
Q53B74,5.5.1.6
Q00512,7.4.2.8
P74857,7.4.2.8
P31702,7.4.2.8
P55717,7.4.2.8
Q7VSX3,7.4.2.8
Q9CA86,2.3.2.36
F1QB30,2.3.2.36
Q01964,2.3.2.36
Q99155,2.3.2.36
Q75JQ3,2.3.2.36
Q4A8Q3,2.7.1.11
P72830,2.7.1.11
Q6KHX0,2.7.1.11
Q7VRK9,2.7.1.11
Q180P4,2.7.1.11
Q9RSA0,5.4.2.12
A2SR62,5.4.2.12
Q60326,5.4.2.12
Q79FW5,5.4.2.12
A8AC98,5.4.2.12
Q8BI06,3.2.1.35
P26831,3.2.1.35
A3KPQ7,3.2.1.35
P15316,3.2.1.35
Q54699,3.2.1.35
P40454,5.2.1.8
O74942,5.2.1.8
Q21MS8,5.2.1.8
Q9PF40,5.2.1.8
Q5WZN0,5.2.1.8
P0ABN1,2.7.1.107
P29945,2.7.1.107
Q9HY23,2.7.1.107
P44424,2.7.1.107
Q55143,2.7.1.107
Q6NNF2,3.1.4.53
Q08499,3.1.4.53
P27815,3.1.4.53
Q22000,3.1.4.53
O60658,3.1.4.53
Q50LE9,1.5.3.24
O87388,1.5.3.24
Q52671,1.5.3.24
Q46337,1.5.3.24
O87386,1.5.3.24
Q5UR20,3.6.4.13
P35207,3.6.4.13
Q7X745,3.6.4.13
Q61SU7,3.6.4.13
Q54MH3,3.6.4.13
Q8XQC8,2.5.1.16
P60593,2.5.1.16
Q8G4L4,2.5.1.16
Q8FMF7,2.5.1.16
Q8EAX8,2.5.1.16
F4KI56,3.1.3.3
Q72H00,3.1.3.3
D3DFG8,3.1.3.3
P17906,3.1.3.3
P94512,3.1.3.3
P41774,7.1.1.9
Q05572,7.1.1.9
Q04452,7.1.1.9
Q9B840,7.1.1.9
Q06475,7.1.1.9
A0KEQ0,2.3.1.15
Q1LU65,2.3.1.15
A1KLH6,2.3.1.15
P97564,2.3.1.15
C3K4R1,2.3.1.15
P71513,4.1.2.25
P0A3E2,4.1.2.25
Q9Z7E9,4.1.2.25
Q9X8I0,4.1.2.25
Q9SF23,4.1.2.25
O48840,3.1.3.2
Q12546,3.1.3.2
P80366,3.1.3.2
Q9SE00,3.1.3.2
A6VP72,3.1.3.2
Q98CI7,3.5.2.17
O74492,3.5.2.17
Q9KET9,3.5.2.17
Q9CRB3,3.5.2.17
Q8G228,3.5.2.17
B3QBD2,2.4.1.129
A1S3J2,2.4.1.129
Q3V7G2,2.4.1.129
B8GYX9,2.4.1.129
Q4L7I0,2.4.1.129
B9LTA6,6.1.1.1
Q6L2J1,6.1.1.1
Q96YV3,6.1.1.1
F4HWL4,6.1.1.1
Q8SRV7,6.1.1.1
Q54KI3,2.1.1.320
Q09644,2.1.1.320
A0JMU5,2.1.1.320
Q54S83,2.1.1.320
P38274,2.1.1.320
Q20YA7,2.7.1.148
Q47SX2,2.7.1.148
A7HR11,2.7.1.148
A5EEC6,2.7.1.148
Q3SPE5,2.7.1.148
Q54TU5,1.15.1.1
Q01137,1.15.1.1
P80734,1.15.1.1
Q9FK60,1.15.1.1
Q94EG3,1.15.1.1
P03111,3.6.4.12
P30666,3.6.4.12
O94395,3.6.4.12
Q55681,3.6.4.12
Q9U7E0,3.6.4.12
P06720,3.2.1.22
D7CFN7,3.2.1.22
P43469,3.2.1.22
P27756,3.2.1.22
Q8A6L0,3.2.1.22
P00485,2.3.1.28
P00487,2.3.1.28
P62577,2.3.1.28
P26825,2.3.1.28
P22782,2.3.1.28
Q98199,2.7.7.19
Q56XM9,2.7.7.19
Q29RH2,2.7.7.19
Q8NEK8,2.7.7.19
Q2F8F7,2.7.7.19
Q91FH7,1.8.3.2
Q9J5C7,1.8.3.2
Q9Y806,1.8.3.2
Q5UQV6,1.8.3.2
P23373,1.8.3.2
P49062,3.2.1.67
A1D415,3.2.1.67
P26216,3.2.1.67
W8P8Q3,3.2.1.67
A2QBB4,3.2.1.67
Q20144,2.4.1.109
Q9VF81,2.4.1.109
Q8N394,2.4.1.109
Q7K4B6,2.4.1.109
Q9VQE9,2.4.1.109
Q8UIE8,6.1.1.2
Q8RXE9,6.1.1.2
Q7VRN5,6.1.1.2
Q7VZ05,6.1.1.2
Q8CJX0,6.1.1.2
Q1GCR3,3.6.1.27
Q1LSL8,3.6.1.27
B9M0D1,3.6.1.27
Q98NJ1,3.6.1.27
P58741,3.6.1.27
P16699,3.2.1.78
Q6Z310,3.2.1.78
Q7Y223,3.2.1.78
A2QKT4,3.2.1.78
Q0C8J3,3.2.1.78
Q834X4,3.1.3.11
A2RHX9,3.1.3.11
Q03224,3.1.3.11
Q3K2F6,3.1.3.11
B2TNB5,3.1.3.11
E1V8I1,1.4.1.13
Q05755,1.4.1.13
P39812,1.4.1.13
O29309,1.4.1.13
Q58746,1.4.1.13
P29952,5.3.1.8
Q8J093,5.3.1.8
Q870Y1,5.3.1.8
O43014,5.3.1.8
P29951,5.3.1.8
Q9KZV6,2.7.4.1
A9M159,2.7.4.1
A5G1J3,2.7.4.1
Q87A63,2.7.4.1
P9WHV9,2.7.4.1
O57932,3.2.1.1
A0P8X0,3.2.1.1
P49067,3.2.1.1
P09961,3.2.1.1
Q59006,3.2.1.1
Q46829,3.2.1.86
Q46130,3.2.1.86
P24240,3.2.1.86
P11988,3.2.1.86
P42403,3.2.1.86
Q76NV1,2.7.12.1
P14680,2.7.12.1
Q9V3D5,2.7.12.1
Q9Y463,2.7.12.1
Q8BI55,2.7.12.1
B1B557,1.14.13.39
O61309,1.14.13.39
Q26240,1.14.13.39
P29473,1.14.13.39
Q27571,1.14.13.39
Q54QC1,1.1.5.3
P74257,1.1.5.3
P43799,1.1.5.3
P32191,1.1.5.3
D4GYI2,1.1.5.3
P52956,3.1.1.74
Q5B2C1,3.1.1.74
G4MZV6,3.1.1.74
A0A2J8C362,3.1.1.74
Q5AX00,3.1.1.74
C5B8V8,3.6.1.54
B7VGZ3,3.6.1.54
A4TP65,3.6.1.54
A1S4X0,3.6.1.54
A1KSF3,3.6.1.54
O65571,3.5.4.5
Q9XEX4,3.5.4.5
A0KJH4,3.5.4.5
P47718,3.5.4.5
Q9SU86,3.5.4.5
A5IIH5,4.1.1.65
B2UVC1,4.1.1.65
Q5QVW0,4.1.1.65
C4R360,4.1.1.65
B0B8S5,4.1.1.65
P36599,3.1.4.17
P22434,3.1.4.17
O25683,3.1.4.17
P32782,3.1.4.17
Q8YLG0,3.1.4.17
Q6BX78,2.1.1.33
A8NFF0,2.1.1.33
Q96WV1,2.1.1.33
Q2GS86,2.1.1.33
Q0TZT0,2.1.1.33
A1A9R2,1.5.1.42
Q89Q06,1.5.1.42
A4VQH9,1.5.1.42
B9JLT5,1.5.1.42
C5CN84,1.5.1.42
O34481,5.6.2.3
Q89AB2,5.6.2.3
Q0VGT4,5.6.2.3
P57530,5.6.2.3
P45158,5.6.2.3
Q62789,2.4.1.17
Q63ZR6,2.4.1.17
Q20086,2.4.1.17
P0DTE4,2.4.1.17
Q63886,2.4.1.17
A1CQC3,3.2.1.55
Q841V6,3.2.1.55
P82594,3.2.1.55
Q59219,3.2.1.55
P94552,3.2.1.55
Q9SKT7,1.6.5.9
P95200,1.6.5.9
P32340,1.6.5.9
Q2FZV7,1.6.5.9
F2Z699,1.6.5.9
P46992,3.2.1.39
Q9UT45,3.2.1.39
Q09850,3.2.1.39
Q47N06,3.2.1.39
D4B0V1,3.2.1.39
B8GVX4,1.11.1.28
Q7AKI6,1.11.1.28
Q0RH96,1.11.1.28
B4UA87,1.11.1.28
B1MJX0,1.11.1.28
O66076,2.7.8.5
Q8D2N9,2.7.8.5
Q492P7,2.7.8.5
Q1RKM3,2.7.8.5
P46322,2.7.8.5
A5N6W8,4.2.1.10
A4IPP2,4.2.1.10
O66440,4.2.1.10
Q2FQV3,4.2.1.10
Q4L4R1,4.2.1.10
A9BIU9,3.5.4.2
A6LG60,3.5.4.2
A6Q8K5,3.5.4.2
Q8Y6E5,3.5.4.2
A0RZ37,3.5.4.2
Q9K5W7,2.3.2.13
Q65FN2,2.3.2.13
A0RHX9,2.3.2.13
P40746,2.3.2.13
A8FGT0,2.3.2.13
C0ZGL2,3.6.1.1
Q9C664,3.6.1.1
A0B5R0,3.6.1.1
Q9C9B9,3.6.1.1
A0ALG5,3.6.1.1
Q86C56,4.6.1.2
B1Q257,4.6.1.2
A0A509APX1,4.6.1.2
Q9XU42,4.6.1.2
Q6DNF3,4.6.1.2
Q8WZM3,1.3.1.104
Q8LCU7,1.3.1.104
O45903,1.3.1.104
Q10488,1.3.1.104
Q54YT4,1.3.1.104
B0KR89,3.5.4.16
Q48HN1,3.5.4.16
A5W348,3.5.4.16
Q9WXP6,3.5.4.16
A7HKP2,3.5.4.16
Q5BA93,4.2.2.2
Q5BA88,4.2.2.2
B8NJZ7,4.2.2.2
P0C1A7,4.2.2.2
E3E7F9,4.2.2.2
Q6PCB6,3.1.2.22
Q20390,3.1.2.22
Q21221,3.1.2.22
Q9W3C7,3.1.2.22
Q54CM0,3.1.2.22
A3NML2,4.1.3.39
Q764S0,4.1.3.39
B9L2J0,4.1.3.39
A4XAK7,4.1.3.39
Q4F8H9,4.1.3.39
P13734,3.2.1.81
Q9RGX8,3.2.1.81
D7GXG4,3.2.1.81
A8W969,3.2.1.81
D7GXG5,3.2.1.81
Q0VTB6,7.2.2.20
A1U776,7.2.2.20
Q1GL85,7.2.2.20
Q8D385,7.2.2.20
Q11B53,7.2.2.20
P0DN29,3.2.1.3
P42042,3.2.1.3
P14804,3.2.1.3
D8Q9M3,3.2.1.3
I1BYW6,3.2.1.3
Q12628,3.2.1.58
O93983,3.2.1.58
P23776,3.2.1.58
Q0CR35,3.2.1.58
Q8NKF9,3.2.1.58
P07142,7.1.1.8
P81380,7.1.1.8
Q8FNR0,7.1.1.8
Q8FNR2,7.1.1.8
O31214,7.1.1.8
Q7NBQ3,3.4.23.36
Q8KBH7,3.4.23.36
A5UID8,3.4.23.36
A5CFG7,3.4.23.36
Q6AE72,3.4.23.36
P04190,3.5.2.6
O07293,3.5.2.6
O08498,3.5.2.6
P54427,3.5.2.6
